date,open,high,low,close,volume,money,open_interest
2023-01-20,18400.0,18625.0,18105.0,18590.0,54931.0,5042790075.0,91870.0
2023-01-30,18660.0,18720.0,17980.0,18075.0,32749.0,2994901475.0,94836.0
2023-01-31,18065.0,18260.0,17820.0,17860.0,36851.0,3330559625.0,99965.0
2023-02-01,17860.0,18060.0,17660.0,17900.0,48186.0,4299248550.0,103413.0
2023-02-02,17840.0,18020.0,17575.0,17625.0,46937.0,4190511325.0,105227.0
2023-02-03,17670.0,17820.0,17500.0,17745.0,61844.0,5467752075.0,84586.0
2023-02-06,17695.0,17820.0,17625.0,17765.0,24588.0,2177856750.0,67793.0
2023-02-07,17780.0,17850.0,17655.0,17715.0,24892.0,2208754450.0,57889.0
2023-02-08,17740.0,18025.0,17680.0,17875.0,36280.0,3230315800.0,51702.0
2023-02-09,17875.0,18105.0,17820.0,18020.0,23555.0,2118547825.0,53909.0
2023-02-10,18000.0,18105.0,17775.0,17955.0,19541.0,1752941925.0,54190.0
2023-02-13,17955.0,18080.0,17850.0,17920.0,17928.0,1611351900.0,53361.0
2023-02-14,17930.0,18035.0,17900.0,17945.0,18859.0,1695128400.0,51783.0
2023-02-15,18000.0,18110.0,17865.0,17885.0,25670.0,2305295050.0,50866.0
2023-02-16,17950.0,17950.0,17585.0,17630.0,32027.0,2851221100.0,47060.0
2023-02-17,17630.0,17750.0,17360.0,17375.0,27627.0,2433046250.0,47877.0
2023-02-20,17300.0,17495.0,17260.0,17470.0,32048.0,2785603875.0,48666.0
2023-02-21,17555.0,17800.0,17550.0,17675.0,34830.0,3071016475.0,46597.0
2023-02-22,17650.0,17755.0,17505.0,17575.0,41633.0,3674084700.0,47406.0
2023-02-23,17620.0,17700.0,17570.0,17620.0,39303.0,3466222125.0,46217.0
2023-02-24,17635.0,17680.0,17555.0,17635.0,44344.0,3904338650.0,45607.0
2023-02-27,17615.0,17745.0,17460.0,17480.0,42878.0,3774027625.0,46391.0
2023-02-28,17500.0,17580.0,17420.0,17520.0,68158.0,5963606750.0,44252.0
2023-03-01,17500.0,17595.0,17485.0,17540.0,29733.0,2607672425.0,45681.0
2023-03-02,17550.0,17620.0,17510.0,17525.0,30400.0,2666797450.0,47030.0
2023-03-03,17510.0,17560.0,17480.0,17490.0,53516.0,4689302300.0,44830.0
2023-03-06,17490.0,17520.0,17290.0,17300.0,36285.0,3162452050.0,47066.0
2023-03-07,17300.0,17410.0,17100.0,17130.0,38319.0,3316792675.0,50572.0
2023-03-08,17140.0,17330.0,17010.0,17175.0,23780.0,2035547775.0,50393.0
2023-03-09,17195.0,17220.0,17010.0,17075.0,38897.0,3324517125.0,51650.0
2023-03-10,17085.0,17115.0,16865.0,16960.0,42969.0,3650600775.0,51827.0
2023-03-13,16960.0,17040.0,16820.0,16970.0,37179.0,3148044600.0,52516.0
2023-03-14,16940.0,17060.0,16860.0,16905.0,27612.0,2340220925.0,51114.0
2023-03-15,16880.0,16960.0,16710.0,16740.0,28714.0,2423381775.0,51155.0
2023-03-16,16690.0,16710.0,15950.0,15975.0,45330.0,3701218625.0,53627.0
2023-03-17,16060.0,16310.0,16010.0,16120.0,44038.0,3561741175.0,54550.0
2023-03-20,16160.0,16295.0,16020.0,16080.0,34958.0,2829261275.0,52766.0
2023-03-21,16200.0,16330.0,15785.0,15870.0,45907.0,3665703300.0,58019.0
2023-03-22,15870.0,16030.0,15745.0,15965.0,49933.0,3961355700.0,58933.0
2023-03-23,15990.0,16070.0,15850.0,15895.0,34570.0,2757485300.0,58690.0
2023-03-24,15920.0,15980.0,15750.0,15895.0,42570.0,3382601450.0,60439.0
2023-03-27,15900.0,16065.0,15880.0,15915.0,34828.0,2778083925.0,60151.0
2023-03-28,15950.0,15995.0,15865.0,15910.0,42609.0,3393590975.0,60224.0
2023-03-29,15640.0,15890.0,15480.0,15750.0,55338.0,4362692975.0,61440.0
2023-03-30,15710.0,15790.0,15650.0,15730.0,34111.0,2678890800.0,62460.0
2023-03-31,15740.0,15820.0,15490.0,15515.0,54924.0,4311567625.0,65673.0
2023-04-03,15555.0,15600.0,15310.0,15310.0,53344.0,4117000900.0,66447.0
2023-04-04,15310.0,15310.0,14990.0,15070.0,62029.0,4694786575.0,68747.0
2023-04-06,15040.0,15335.0,14710.0,15225.0,90203.0,6756924350.0,67573.0
2023-04-07,15255.0,15310.0,14980.0,15225.0,56010.0,4266470800.0,69080.0
2023-04-10,15250.0,15290.0,14865.0,14930.0,56688.0,4261261900.0,68942.0
2023-04-11,14925.0,15050.0,14830.0,14965.0,44975.0,3367285375.0,68790.0
2023-04-12,14980.0,15310.0,14980.0,15155.0,66574.0,5049095950.0,72907.0
2023-04-13,15155.0,15230.0,15025.0,15065.0,47834.0,3614487225.0,73790.0
2023-04-14,15100.0,15220.0,15015.0,15085.0,65570.0,4953841125.0,75421.0
2023-04-17,15110.0,15400.0,15095.0,15395.0,80138.0,6114578250.0,73197.0
