date,open,high,low,close,volume,money,open_interest
2023-01-20,18110.0,18245.0,17890.0,18245.0,17.0,1537875.0,401.0
2023-01-30,18055.0,18055.0,18010.0,18010.0,2.0,180325.0,401.0
2023-01-31,17860.0,17930.0,17805.0,17805.0,5.0,446600.0,403.0
2023-02-01,17875.0,17875.0,17415.0,17690.0,29.0,2558050.0,400.0
2023-02-02,17695.0,17705.0,17695.0,17705.0,2.0,177000.0,399.0
2023-02-03,17705.0,17705.0,17445.0,17500.0,23.0,2018050.0,393.0
2023-02-06,17470.0,17695.0,17470.0,17645.0,17.0,1496600.0,393.0
2023-02-07,17575.0,17655.0,17545.0,17605.0,12.0,1054575.0,392.0
2023-02-08,17655.0,17810.0,17655.0,17720.0,29.0,2565675.0,390.0
2023-02-09,17940.0,17940.0,17830.0,17865.0,14.0,1251375.0,389.0
2023-02-10,17885.0,17885.0,17720.0,17765.0,65.0,5771000.0,375.0
2023-02-13,17730.0,17840.0,17730.0,17785.0,23.0,2047650.0,366.0
2023-02-14,17825.0,17885.0,17815.0,17860.0,19.0,1693575.0,369.0
2023-02-15,17795.0,17820.0,17775.0,17820.0,14.0,1246075.0,371.0
2023-02-16,17780.0,17780.0,17520.0,17555.0,27.0,2381125.0,381.0
2023-02-17,17535.0,17565.0,17250.0,17250.0,19.0,1657375.0,383.0
2023-02-20,17210.0,17435.0,17125.0,17335.0,16.0,1382300.0,382.0
2023-02-21,17535.0,17620.0,17505.0,17525.0,26.0,2281500.0,395.0
2023-02-22,17440.0,17440.0,17440.0,17440.0,1.0,87200.0,396.0
2023-02-23,17490.0,17550.0,17490.0,17525.0,8.0,701375.0,399.0
2023-02-24,17455.0,17495.0,17320.0,17495.0,59.0,5134050.0,401.0
2023-02-27,17500.0,17500.0,17330.0,17330.0,16.0,1393400.0,405.0
2023-02-28,17310.0,17415.0,17220.0,17405.0,14.0,1212300.0,408.0
2023-03-01,17295.0,17455.0,17295.0,17420.0,7.0,608800.0,410.0
2023-03-02,17455.0,17455.0,17335.0,17420.0,14.0,1218375.0,419.0
2023-03-03,17440.0,17440.0,17400.0,17400.0,5.0,435650.0,419.0
2023-03-06,17245.0,17400.0,17245.0,17245.0,54.0,4664475.0,412.0
2023-03-07,17165.0,17170.0,17000.0,17070.0,12.0,1026425.0,420.0
2023-03-08,17345.0,17345.0,16950.0,17035.0,32.0,2732575.0,427.0
2023-03-09,17085.0,17085.0,16950.0,16960.0,5.0,425425.0,431.0
2023-03-10,16870.0,16930.0,16865.0,16865.0,9.0,760250.0,435.0
2023-03-13,16870.0,16920.0,16770.0,16920.0,9.0,758550.0,438.0
2023-03-14,16800.0,16895.0,16800.0,16895.0,3.0,252525.0,440.0
2023-03-15,16675.0,16690.0,16675.0,16690.0,4.0,333725.0,439.0
2023-03-16,16520.0,16520.0,15855.0,16005.0,59.0,4741775.0,418.0
2023-03-17,16140.0,16140.0,16140.0,16140.0,2.0,161400.0,418.0
2023-03-20,16060.0,16060.0,15890.0,15890.0,5.0,398675.0,418.0
2023-03-21,16040.0,16045.0,15730.0,15780.0,22.0,1739425.0,431.0
2023-03-22,15770.0,16010.0,15695.0,15935.0,16.0,1263775.0,439.0
2023-03-23,15875.0,15890.0,15830.0,15830.0,7.0,555175.0,441.0
2023-03-24,15750.0,15905.0,15750.0,15855.0,3.0,237550.0,443.0
2023-03-27,15915.0,15985.0,15915.0,15985.0,4.0,318650.0,442.0
2023-03-28,15985.0,15985.0,15985.0,15930.0,0.0,0.0,442.0
2023-03-29,15895.0,15895.0,15590.0,15705.0,10.0,787200.0,444.0
2023-03-30,15695.0,15700.0,15695.0,15700.0,2.0,156975.0,446.0
2023-03-31,15620.0,15630.0,15380.0,15535.0,9.0,700975.0,451.0
2023-04-03,15445.0,15540.0,15375.0,15375.0,14.0,1083200.0,460.0
2023-04-04,15375.0,15375.0,15145.0,15145.0,47.0,3583825.0,496.0
2023-04-06,15000.0,15365.0,14900.0,15365.0,26.0,1962100.0,501.0
2023-04-07,15335.0,15365.0,15090.0,15335.0,1.0,76675.0,500.0
2023-04-10,15140.0,15150.0,15050.0,15050.0,5.0,378000.0,498.0
2023-04-11,15185.0,15185.0,15140.0,15140.0,2.0,151625.0,499.0
2023-04-12,15200.0,15360.0,15200.0,15300.0,9.0,689550.0,504.0
2023-04-13,15340.0,15360.0,15285.0,15285.0,5.0,383475.0,506.0
2023-04-14,15350.0,15350.0,15225.0,15225.0,6.0,458300.0,510.0
2023-04-17,15480.0,15520.0,15200.0,15520.0,17.0,1313200.0,514.0
2023-04-18,15615.0,15710.0,15560.0,15680.0,25.0,1959375.0,521.0
2023-04-19,15745.0,15815.0,15700.0,15700.0,5.0,394275.0,523.0
2023-04-20,15700.0,15700.0,15700.0,15445.0,0.0,0.0,523.0
2023-04-21,15385.0,15385.0,15315.0,15340.0,5.0,383400.0,526.0
2023-04-24,15365.0,15425.0,15365.0,15425.0,3.0,231075.0,527.0
2023-04-25,15520.0,15520.0,15475.0,15475.0,6.0,465375.0,523.0
2023-04-26,15670.0,15670.0,15625.0,15635.0,20.0,1562900.0,510.0
2023-04-27,15590.0,15600.0,15425.0,15425.0,5.0,389050.0,514.0
2023-04-28,15435.0,15440.0,15415.0,15440.0,4.0,308650.0,517.0
2023-05-04,15440.0,15440.0,15440.0,15430.0,0.0,0.0,517.0
2023-05-05,15310.0,15310.0,15305.0,15305.0,2.0,153075.0,519.0
2023-05-08,15445.0,15505.0,15370.0,15465.0,18.0,1390975.0,518.0
2023-05-09,15395.0,15395.0,15385.0,15385.0,4.0,307775.0,519.0
2023-05-10,15475.0,15475.0,14910.0,14980.0,29.0,2195500.0,532.0
2023-05-11,14780.0,15330.0,14775.0,14825.0,29.0,2152650.0,539.0
2023-05-12,14815.0,14820.0,14625.0,14630.0,18.0,1325525.0,540.0
2023-05-15,14585.0,14690.0,14475.0,14690.0,19.0,1387150.0,547.0
2023-05-16,14565.0,14595.0,14510.0,14510.0,8.0,581875.0,553.0
2023-05-17,14445.0,14495.0,14330.0,14340.0,32.0,2302500.0,573.0
2023-05-18,14360.0,14385.0,14000.0,14080.0,62.0,4398200.0,595.0
2023-05-19,13810.0,13915.0,13705.0,13780.0,41.0,2827075.0,605.0
2023-05-22,13485.0,13680.0,13260.0,13275.0,64.0,4311825.0,595.0
2023-05-23,13580.0,13725.0,13530.0,13560.0,29.0,1972275.0,604.0
2023-05-24,13610.0,13660.0,13535.0,13570.0,22.0,1496950.0,613.0
2023-05-25,13495.0,13495.0,13100.0,13200.0,119.0,7907500.0,670.0
2023-05-26,13145.0,13335.0,13065.0,13335.0,50.0,3285325.0,695.0
