date,open,high,low,close,volume,money,open_interest
2022-10-24,6085.8,6197.4,5923.0,6034.8,1980.0,2395848320.0,1874.0
2022-10-25,6011.6,6080.4,5908.0,6033.8,2688.0,3217416040.0,2778.0
2022-10-26,6046.8,6249.2,6034.4,6196.0,2264.0,2789536280.0,3291.0
2022-10-27,6215.8,6255.4,6171.6,6192.8,2544.0,3159845040.0,4424.0
2022-10-28,6154.0,6187.2,5927.6,5966.0,4219.0,5108178000.0,6405.0
2022-10-31,5929.8,6068.6,5901.8,5996.0,2746.0,3288308320.0,6301.0
2022-11-01,6010.2,6184.4,5992.2,6184.4,3102.0,3773366440.0,6551.0
2022-11-02,6184.0,6272.2,6158.4,6260.8,2482.0,3087158680.0,6757.0
2022-11-03,6231.6,6299.8,6219.0,6272.6,2133.0,2672185360.0,7140.0
2022-11-04,6272.6,6485.6,6272.6,6477.8,3050.0,3909334600.0,7866.0
2022-11-07,6467.8,6514.0,6412.6,6466.0,2733.0,3532026640.0,8017.0
2022-11-08,6466.0,6469.0,6424.0,6463.2,2446.0,3149940640.0,8689.0
2022-11-09,6455.8,6511.4,6427.8,6456.0,2141.0,2764575360.0,8916.0
2022-11-10,6428.6,6448.2,6380.2,6406.0,3309.0,4244685200.0,10321.0
2022-11-11,6550.6,6595.6,6450.0,6450.0,3637.0,4742674520.0,10857.0
2022-11-14,6481.6,6519.2,6375.0,6408.0,2921.0,3759921600.0,11278.0
2022-11-15,6397.6,6565.8,6394.8,6565.4,3331.0,4333864640.0,12092.0
2022-11-16,6550.0,6589.0,6496.0,6504.8,3158.0,4124372600.0,12893.0
2022-11-17,6492.6,6538.6,6443.6,6537.0,3078.0,3986782200.0,13701.0
2022-11-18,6539.8,6587.8,6474.6,6485.8,4013.0,5245125080.0,15066.0
2022-11-21,6450.0,6536.6,6422.0,6528.2,3209.0,4167819160.0,15196.0
2022-11-22,6523.6,6531.2,6325.6,6369.0,5632.0,7237869320.0,17193.0
2022-11-23,6360.0,6394.8,6236.0,6371.2,4177.0,5280982680.0,16619.0
2022-11-24,6380.0,6408.0,6332.2,6371.4,3682.0,4690942680.0,17448.0
2022-11-25,6352.2,6356.4,6299.0,6306.2,3821.0,4830423800.0,17762.0
2022-11-28,6200.0,6311.8,6182.6,6302.8,4418.0,5539898240.0,18817.0
2022-11-29,6320.2,6446.0,6316.0,6418.6,3436.0,4386920360.0,18520.0
2022-11-30,6418.6,6444.4,6367.4,6394.0,3097.0,3968932680.0,19345.0
2022-12-01,6462.2,6523.8,6452.8,6483.6,3956.0,5138226120.0,19567.0
2022-12-02,6481.2,6563.0,6474.2,6508.4,3496.0,4558106280.0,20021.0
2022-12-05,6562.6,6562.6,6488.0,6508.2,4813.0,6276482800.0,21603.0
2022-12-06,6489.8,6543.0,6469.4,6496.2,5249.0,6830005240.0,22676.0
2022-12-07,6488.0,6542.2,6473.8,6491.8,4318.0,5619840080.0,23334.0
2022-12-08,6483.8,6495.0,6433.6,6455.4,4641.0,6000617920.0,24782.0
2022-12-09,6456.2,6494.8,6413.6,6472.4,4381.0,5659134400.0,25603.0
2022-12-12,6435.0,6486.4,6401.2,6454.2,4891.0,6310424200.0,26357.0
2022-12-13,6454.0,6462.4,6388.2,6410.0,3979.0,5102688680.0,27183.0
2022-12-14,6411.0,6434.4,6342.2,6358.4,5291.0,6755818360.0,28884.0
2022-12-15,6357.2,6404.2,6335.0,6394.2,5104.0,6509711800.0,29719.0
2022-12-16,6375.0,6389.4,6315.4,6368.0,5360.0,6798722080.0,31449.0
2022-12-19,6368.2,6388.6,6224.2,6261.0,6719.0,8450761120.0,32863.0
2022-12-20,6248.8,6266.6,6189.6,6203.4,5940.0,7396348120.0,34152.0
2022-12-21,6218.4,6224.2,6103.6,6166.4,5585.0,6886688240.0,35471.0
2022-12-22,6191.2,6199.0,6051.2,6088.8,6245.0,7648963720.0,36833.0
2022-12-23,6070.0,6111.4,6013.2,6053.2,5693.0,6906488320.0,37601.0
2022-12-26,6053.2,6190.0,6053.2,6170.0,5048.0,6207758120.0,37376.0
