date,open,high,low,close,volume,money,open_interest
2022-07-22,7050.0,7085.2,6857.0,6956.6,22153.0,30919133200.0,17517.0
2022-07-25,6974.2,7015.8,6850.0,6878.6,22883.0,31699704760.0,18747.0
2022-07-26,6898.0,6994.0,6844.8,6991.0,19269.0,26712005840.0,20386.0
2022-07-27,6982.0,7074.4,6965.2,7066.2,19290.0,27113992760.0,21390.0
2022-07-28,7110.0,7171.4,7072.4,7119.0,22464.0,31993809920.0,24584.0
2022-07-29,7130.0,7152.0,7068.0,7087.0,25025.0,35560145120.0,25557.0
2022-08-01,7070.2,7141.0,7004.4,7136.6,22084.0,31309930200.0,24149.0
2022-08-02,7070.0,7075.0,6820.4,6948.2,37753.0,52450615920.0,31769.0
2022-08-03,6990.0,7062.0,6860.8,6882.8,32325.0,45204820600.0,29243.0
2022-08-04,6933.0,6942.8,6778.2,6890.8,35394.0,48615528480.0,30899.0
2022-08-05,6903.4,7080.8,6903.4,7080.0,31492.0,43993596160.0,28786.0
2022-08-08,7060.0,7145.0,7039.6,7132.2,20853.0,29596277000.0,26514.0
2022-08-09,7120.0,7164.8,7084.4,7160.6,18871.0,26903698280.0,25359.0
2022-08-10,7138.0,7202.0,7130.0,7168.4,21848.0,31324244560.0,26391.0
2022-08-11,7201.4,7287.6,7179.6,7284.8,22671.0,32833462040.0,24871.0
2022-08-12,7275.0,7306.0,7205.4,7222.4,19678.0,28577350400.0,23573.0
2022-08-15,7210.0,7297.6,7206.0,7266.0,20698.0,30046053080.0,23063.0
2022-08-16,7275.0,7361.4,7257.2,7311.0,21099.0,30856338920.0,20891.0
2022-08-17,7317.0,7346.4,7263.8,7327.6,18274.0,26712226440.0,17086.0
2022-08-18,7320.0,7370.4,7303.0,7358.8,14405.0,21120734240.0,10606.0
2022-08-19,7350.2,7377.8,7272.4,7277.8,8968.0,13117623240.0,0.0
