date,open,high,low,close,volume,money,open_interest
2023-03-13,99.0,99.0,98.86,98.88,599.0,592425750.0,386.0
2023-03-14,98.905,98.995,98.9,98.975,1123.0,1111258500.0,761.0
2023-03-15,98.965,98.965,98.825,98.88,965.0,954250650.0,1137.0
2023-03-16,98.945,99.14,98.94,99.11,1174.0,1162992350.0,1619.0
2023-03-17,99.065,99.185,99.05,99.095,812.0,804778600.0,1748.0
2023-03-20,99.16,99.2,99.065,99.155,647.0,641253600.0,1774.0
2023-03-21,99.1,99.15,99.025,99.045,641.0,635112350.0,1872.0
2023-03-22,99.04,99.115,99.015,99.115,729.0,722059850.0,2087.0
2023-03-23,99.12,99.15,99.04,99.065,359.0,355763000.0,2219.0
2023-03-24,99.06,99.075,98.9,98.935,598.0,591965900.0,2392.0
2023-03-27,98.985,99.13,98.935,99.12,510.0,505321400.0,2344.0
2023-03-28,99.125,99.135,99.075,99.13,421.0,417250550.0,2330.0
2023-03-29,99.135,99.155,99.075,99.145,404.0,400377800.0,2326.0
2023-03-30,99.16,99.24,99.05,99.075,781.0,774401250.0,2420.0
2023-03-31,99.075,99.165,99.055,99.155,375.0,371685800.0,2391.0
2023-04-03,99.15,99.15,99.025,99.06,482.0,477524800.0,2480.0
2023-04-04,99.065,99.105,99.055,99.1,598.0,592444700.0,2655.0
2023-04-06,99.105,99.105,99.0,99.065,622.0,616125200.0,2612.0
2023-04-07,99.03,99.26,98.995,99.225,910.0,902163900.0,2457.0
2023-04-10,99.2,99.275,99.165,99.27,353.0,350296950.0,2455.0
2023-04-11,99.205,99.475,99.205,99.46,372.0,369697200.0,2525.0
2023-04-12,99.47,99.58,99.47,99.53,303.0,301533500.0,2622.0
2023-04-13,99.53,99.55,99.48,99.525,711.0,707556450.0,2815.0
2023-04-14,99.5,99.61,99.49,99.565,553.0,550490750.0,3008.0
2023-04-17,99.5,99.515,99.42,99.425,482.0,479406050.0,3093.0
2023-04-18,99.42,99.565,99.395,99.54,627.0,623941900.0,3135.0
2023-04-19,99.55,99.625,99.545,99.605,461.0,459138650.0,3269.0
2023-04-20,99.595,99.61,99.53,99.54,402.0,400265700.0,3322.0
2023-04-21,99.61,99.735,99.51,99.71,1093.0,1088821150.0,3449.0
2023-04-24,99.755,99.87,99.755,99.83,962.0,960416700.0,3529.0
2023-04-25,99.89,99.93,99.85,99.91,859.0,858023950.0,3902.0
2023-04-26,99.89,100.105,99.89,100.07,736.0,736113850.0,4016.0
2023-04-27,100.2,100.37,100.145,100.35,926.0,928483900.0,4133.0
2023-04-28,100.3,100.3,100.175,100.26,891.0,893089400.0,3968.0
2023-05-04,100.42,100.47,100.385,100.455,615.0,617613000.0,4029.0
2023-05-05,100.47,100.79,100.47,100.785,1283.0,1291283950.0,4318.0
2023-05-08,100.69,100.69,100.53,100.6,1094.0,1100867300.0,4548.0
2023-05-09,100.6,100.71,100.6,100.66,801.0,806322850.0,4571.0
2023-05-10,100.71,100.935,100.71,100.865,1005.0,1013526300.0,4496.0
2023-05-11,100.995,101.11,100.965,101.02,1110.0,1121268300.0,4529.0
2023-05-12,100.995,100.995,100.815,100.915,1065.0,1074405050.0,4593.0
2023-05-15,100.86,100.925,100.75,100.81,1065.0,1073774150.0,4626.0
2023-05-16,100.81,100.82,100.735,100.8,1096.0,1104530850.0,4658.0
2023-05-17,100.82,100.85,100.665,100.69,1019.0,1026622400.0,4755.0
2023-05-18,100.65,100.745,100.575,100.725,998.0,1004318650.0,4712.0
2023-05-19,100.755,100.855,100.725,100.84,1149.0,1158159350.0,4759.0
2023-05-22,100.82,100.98,100.815,100.93,1537.0,1550974700.0,4996.0
2023-05-23,100.975,101.215,100.975,101.165,1306.0,1320606850.0,5117.0
2023-05-24,101.145,101.215,101.115,101.17,786.0,795105850.0,5240.0
2023-05-25,101.155,101.16,101.06,101.075,1191.0,1204219250.0,5302.0
2023-05-26,101.05,101.115,100.92,100.96,1378.0,1391442950.0,5644.0
2023-05-29,100.91,101.08,100.885,101.07,1186.0,1197585600.0,5754.0
2023-05-30,101.1,101.175,101.05,101.06,1865.0,1885604450.0,6102.0
2023-05-31,101.1,101.16,101.03,101.13,1779.0,1798457900.0,6116.0
2023-06-01,101.18,101.285,101.145,101.265,1974.0,1997759650.0,6177.0
2023-06-02,101.225,101.235,100.83,100.905,4632.0,4680439850.0,6661.0
2023-06-05,100.965,101.09,100.95,101.065,3209.0,3242351250.0,6772.0
2023-06-06,101.085,101.24,101.07,101.215,3525.0,3565611050.0,6606.0
2023-06-07,101.25,101.315,101.2,101.29,3588.0,3632920100.0,6789.0
2023-06-08,101.255,101.28,101.18,101.225,3376.0,3417562450.0,6838.0
2023-06-09,101.23,101.525,101.21,101.485,4342.0,4402370050.0,6922.0
2023-06-12,101.485,101.6,101.445,101.51,4500.0,4567991700.0,7402.0
2023-06-13,101.58,101.845,101.58,101.735,6606.0,6721245200.0,7691.0
2023-06-14,101.85,101.91,101.715,101.795,4590.0,4673345850.0,7901.0
2023-06-15,101.725,101.725,101.42,101.455,5047.0,5124961400.0,7997.0
2023-06-16,101.425,101.455,101.095,101.21,5812.0,5884628800.0,8180.0
2023-06-19,101.21,101.255,100.995,101.055,5870.0,5934527650.0,8107.0
2023-06-20,101.1,101.235,101.1,101.21,2695.0,2726610000.0,8029.0
2023-06-21,101.25,101.345,101.225,101.3,2311.0,2340735850.0,8068.0
2023-06-26,101.345,101.42,101.33,101.35,2443.0,2476552700.0,7980.0
2023-06-27,101.325,101.325,101.16,101.265,2358.0,2386860350.0,8269.0
2023-06-28,101.3,101.395,101.285,101.375,1670.0,1692308250.0,8479.0
2023-06-29,101.315,101.475,101.28,101.415,1701.0,1724721550.0,8576.0
2023-06-30,101.47,101.6,101.41,101.59,3662.0,3716327150.0,8521.0
