date,open,high,low,close,volume,money,open_interest
2019-12-16,97.16,97.195,97.105,97.115,127.0,123372700.0,77.0
2019-12-17,97.045,97.07,96.805,96.895,169.0,163728400.0,183.0
2019-12-18,96.92,96.955,96.8,96.845,103.0,99781150.0,264.0
2019-12-19,96.81,96.92,96.8,96.89,115.0,111403500.0,324.0
2019-12-20,96.915,97.24,96.88,97.24,221.0,214456600.0,472.0
2019-12-23,97.23,97.295,97.195,97.285,261.0,253803450.0,620.0
2019-12-24,97.36,97.41,97.32,97.35,157.0,152873500.0,704.0
2019-12-25,97.35,97.39,97.32,97.39,122.0,118771500.0,790.0
2019-12-26,97.475,97.595,97.475,97.565,263.0,256495600.0,934.0
2019-12-27,97.51,97.56,97.39,97.49,61.0,59441950.0,967.0
2019-12-30,97.45,97.49,97.35,97.49,81.0,78915450.0,1005.0
2019-12-31,97.44,97.49,97.42,97.44,47.0,45799000.0,1031.0
2020-01-02,97.38,97.415,97.255,97.285,125.0,121648350.0,1040.0
2020-01-03,97.25,97.33,97.185,97.27,81.0,78766350.0,1089.0
2020-01-06,97.35,97.535,97.3,97.455,150.0,146220250.0,1127.0
2020-01-07,97.375,97.4,97.28,97.29,149.0,145036250.0,1234.0
2020-01-08,97.385,97.385,97.235,97.355,106.0,103169050.0,1272.0
2020-01-09,97.265,97.61,97.195,97.49,248.0,241606450.0,1413.0
2020-01-10,97.53,97.77,97.485,97.685,298.0,291124550.0,1544.0
2020-01-13,97.77,97.77,97.585,97.63,236.0,230497050.0,1600.0
2020-01-14,97.545,97.555,97.475,97.515,148.0,144314100.0,1680.0
2020-01-15,97.545,97.705,97.525,97.63,155.0,151295100.0,1764.0
2020-01-16,97.61,97.66,97.52,97.59,119.0,116132200.0,1791.0
2020-01-17,97.555,97.74,97.505,97.74,120.0,117204100.0,1800.0
2020-01-20,97.81,97.98,97.81,97.95,193.0,188926000.0,1902.0
2020-01-21,97.97,98.25,97.97,98.24,225.0,220880950.0,1966.0
2020-01-22,98.335,98.495,98.2,98.235,334.0,328412850.0,2035.0
2020-01-23,98.37,98.735,98.33,98.735,241.0,237551150.0,2015.0
2020-02-03,100.0,100.42,99.745,100.03,396.0,396349850.0,1967.0
2020-02-04,100.015,100.015,99.825,99.85,144.0,143832200.0,2008.0
2020-02-05,99.7,99.955,99.66,99.94,74.0,73845350.0,2004.0
2020-02-06,99.875,99.995,99.805,99.99,221.0,220819250.0,2105.0
2020-02-07,100.05,100.25,100.025,100.25,151.0,151235250.0,2138.0
2020-02-10,100.3,100.31,100.145,100.15,149.0,149365300.0,2150.0
2020-02-11,100.1,100.14,99.785,99.785,162.0,161938000.0,2201.0
2020-02-12,99.615,99.875,99.615,99.84,217.0,216426100.0,2165.0
2020-02-13,99.79,99.91,99.65,99.86,176.0,175567400.0,2141.0
2020-02-14,99.87,99.87,99.455,99.475,491.0,489057150.0,2312.0
2020-02-17,99.585,99.625,99.26,99.3,442.0,439481500.0,2214.0
2020-02-18,99.38,99.7,99.38,99.63,468.0,465903600.0,2142.0
2020-02-19,99.595,99.73,99.57,99.64,321.0,319878550.0,2267.0
