date,open,high,low,close,volume,money,open_interest
2018-03-12,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-13,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-14,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-15,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-16,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-19,96.605,96.605,96.605,96.605,0.0,0.0,0.0
2018-03-20,96.835,96.865,96.835,96.865,3.0,2905350.0,3.0
2018-03-21,96.875,96.885,96.765,96.765,13.0,12589900.0,11.0
2018-03-22,96.765,96.765,96.765,96.765,0.0,0.0,11.0
2018-03-23,96.765,96.765,96.765,96.765,0.0,0.0,11.0
2018-03-26,97.75,97.75,97.75,97.75,2.0,1955000.0,11.0
2018-03-27,97.75,97.75,97.75,97.75,0.0,0.0,11.0
2018-03-28,97.215,97.215,97.215,97.215,1.0,972150.0,11.0
2018-03-29,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-03-30,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-02,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-03,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-04,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-09,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-10,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-11,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-12,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-13,97.215,97.215,97.215,97.215,0.0,0.0,11.0
2018-04-16,97.45,97.45,97.45,97.45,1.0,974500.0,11.0
2018-04-17,97.355,97.4,97.3,97.35,8.0,7788900.0,16.0
2018-04-18,97.805,98.09,97.755,98.05,27.0,26429000.0,24.0
2018-04-19,97.85,97.93,97.85,97.93,4.0,3915600.0,23.0
2018-04-20,97.78,97.865,97.78,97.83,5.0,4890850.0,21.0
2018-04-23,97.75,97.78,97.75,97.76,7.0,6843850.0,21.0
2018-04-24,97.905,98.045,97.88,98.045,4.0,3917900.0,25.0
2018-04-25,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-04-26,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-04-27,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-02,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-03,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-04,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-07,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-08,98.045,98.045,98.045,98.045,0.0,0.0,25.0
2018-05-09,97.525,97.645,97.525,97.55,9.0,8784200.0,23.0
2018-05-10,97.55,97.55,97.55,97.55,0.0,0.0,23.0
2018-05-11,97.55,97.55,97.55,97.55,0.0,0.0,23.0
2018-05-14,97.725,97.725,97.575,97.575,2.0,1953000.0,24.0
2018-05-15,97.5,97.5,97.5,97.5,1.0,975000.0,24.0
2018-05-16,97.5,97.5,97.5,97.5,0.0,0.0,24.0
2018-05-17,97.5,97.5,97.5,97.5,0.0,0.0,24.0
2018-05-18,97.4,97.45,97.3,97.43,20.0,19477550.0,42.0
2018-05-21,97.615,97.615,97.47,97.47,3.0,2925900.0,42.0
2018-05-22,97.58,97.745,97.58,97.745,3.0,2930700.0,40.0
2018-05-23,97.695,97.72,97.66,97.72,12.0,11723400.0,50.0
2018-05-24,97.76,97.76,97.67,97.67,7.0,6839700.0,56.0
2018-05-25,97.645,97.94,97.645,97.94,6.0,5868000.0,58.0
2018-05-28,97.89,97.89,97.875,97.875,3.0,2936550.0,60.0
2018-05-29,97.79,97.88,97.79,97.865,11.0,10762150.0,70.0
2018-05-30,98.045,98.045,97.905,97.93,88.0,86216800.0,142.0
2018-05-31,97.85,97.91,97.8,97.8,10.0,9787500.0,149.0
2018-06-01,97.815,97.815,97.815,97.815,1.0,978150.0,150.0
2018-06-04,97.675,97.675,97.6,97.6,6.0,5858350.0,153.0
2018-06-05,97.66,97.66,97.545,97.545,6.0,5857250.0,154.0
2018-06-06,97.605,97.67,97.495,97.535,17.0,16586150.0,160.0
2018-06-07,97.44,97.44,97.44,97.44,16.0,15590400.0,175.0
2018-06-08,97.53,97.655,97.52,97.62,38.0,37085100.0,197.0
2018-06-11,97.59,97.65,97.59,97.625,37.0,36119050.0,229.0
2018-06-12,97.55,97.56,97.505,97.505,6.0,5852900.0,231.0
2018-06-13,97.535,97.635,97.5,97.625,79.0,77090450.0,285.0
2018-06-14,97.68,97.835,97.655,97.835,53.0,51820700.0,310.0
2018-06-15,97.935,97.935,97.81,97.835,42.0,41096150.0,342.0
2018-06-19,97.9,98.2,97.895,98.2,18.0,17647850.0,343.0
2018-06-20,98.045,98.055,97.845,97.845,32.0,31356350.0,346.0
2018-06-21,97.89,98.085,97.89,98.07,16.0,15684100.0,354.0
2018-06-22,98.005,98.28,98.005,98.195,62.0,60882250.0,408.0
2018-06-25,98.135,98.21,98.04,98.12,139.0,136424050.0,524.0
2018-06-26,98.165,98.195,98.1,98.11,97.0,95204600.0,608.0
2018-06-27,98.14,98.25,98.105,98.25,55.0,53985000.0,651.0
2018-06-28,98.305,98.37,98.3,98.3,24.0,23603250.0,658.0
2018-06-29,98.455,98.595,98.425,98.495,84.0,82730750.0,727.0
2018-07-02,98.43,98.595,98.4,98.595,37.0,36435900.0,741.0
2018-07-03,98.615,98.625,98.4,98.4,104.0,102449750.0,817.0
2018-07-04,98.385,98.385,98.3,98.37,21.0,20654000.0,827.0
2018-07-05,98.46,98.47,98.405,98.405,5.0,4922750.0,831.0
2018-07-06,98.38,98.425,98.205,98.225,24.0,23588650.0,830.0
2018-07-09,98.16,98.245,98.15,98.165,27.0,26515350.0,840.0
2018-07-10,98.125,98.21,98.12,98.14,18.0,17669450.0,850.0
