date,open,high,low,close,volume,money,open_interest
2019-03-11,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-12,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-13,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-14,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-15,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-18,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-19,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-20,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-21,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-22,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-25,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-26,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-27,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-28,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-03-29,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-01,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-02,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-03,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-04,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-08,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-09,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-10,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-11,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-12,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-15,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-16,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-17,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-18,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-19,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-22,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-23,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-24,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-25,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-26,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-29,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-04-30,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-06,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-07,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-08,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-09,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-10,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-13,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-14,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-15,99.325,99.325,99.325,99.325,0.0,0.0,0.0
2019-05-16,98.92,98.92,98.66,98.66,103.0,101772350.0,89.0
2019-05-17,98.595,98.68,98.595,98.68,6.0,5919800.0,87.0
2019-05-20,98.68,98.68,98.68,98.68,0.0,0.0,87.0
2019-05-21,98.68,98.68,98.68,98.68,0.0,0.0,87.0
2019-05-22,98.56,98.56,98.54,98.555,27.0,26608350.0,112.0
2019-05-23,98.62,98.635,98.615,98.635,436.0,430034900.0,510.0
2019-05-24,98.635,98.64,98.63,98.64,21.0,20713200.0,511.0
2019-05-27,98.545,98.56,98.395,98.395,542.0,533660600.0,598.0
2019-05-28,98.39,98.485,98.39,98.485,17.0,16730950.0,607.0
2019-05-29,98.64,98.695,98.63,98.695,849.0,837481450.0,743.0
2019-05-30,98.67,98.735,98.66,98.7,449.0,443053100.0,1075.0
2019-05-31,98.685,98.695,98.68,98.695,922.0,909920250.0,1719.0
2019-06-03,98.745,98.89,98.745,98.87,389.0,384517550.0,1786.0
2019-06-04,98.85,98.945,98.85,98.94,350.0,346151200.0,1708.0
2019-06-05,98.885,99.005,98.885,99.005,445.0,440302800.0,2008.0
2019-06-06,98.96,99.015,98.955,98.975,480.0,475127100.0,2137.0
2019-06-10,98.98,98.98,98.925,98.96,336.0,332482650.0,2174.0
2019-06-11,98.87,98.87,98.76,98.76,356.0,351908050.0,2123.0
2019-06-12,98.815,98.865,98.815,98.835,608.0,600971000.0,2490.0
2019-06-13,98.895,98.98,98.895,98.965,237.0,234505650.0,2604.0
2019-06-14,99.015,99.08,98.995,99.08,199.0,197064950.0,2591.0
2019-06-17,99.135,99.19,99.13,99.14,115.0,114031750.0,2615.0
2019-06-18,99.12,99.12,99.055,99.09,28.0,27745500.0,2619.0
2019-06-19,99.055,99.09,99.03,99.04,132.0,130750550.0,2582.0
2019-06-20,99.115,99.185,99.08,99.08,136.0,134799550.0,2507.0
2019-06-21,99.02,99.145,99.015,99.12,157.0,155625050.0,2492.0
2019-06-24,99.08,99.09,99.015,99.03,133.0,131738800.0,2446.0
2019-06-25,99.11,99.14,99.04,99.085,152.0,150622200.0,2397.0
2019-06-26,99.02,99.035,98.98,98.98,33.0,32672600.0,2392.0
2019-06-27,99.01,99.035,98.96,98.965,46.0,45537250.0,2371.0
2019-06-28,99.005,99.165,99.005,99.11,72.0,71366000.0,2397.0
2019-07-01,99.015,99.185,99.005,99.14,56.0,55502500.0,2396.0
2019-07-02,99.125,99.42,99.125,99.42,498.0,494541450.0,2516.0
2019-07-03,99.445,99.52,99.44,99.49,34.0,33823350.0,2514.0
2019-07-04,99.405,99.49,99.38,99.48,27.0,26847000.0,2499.0
2019-07-05,99.45,99.45,99.36,99.36,138.0,137171000.0,2503.0
2019-07-08,99.315,99.415,99.29,99.305,112.0,111285950.0,2494.0
2019-07-09,99.33,99.415,99.33,99.4,238.0,236518050.0,2495.0
2019-07-10,99.415,99.45,99.375,99.425,650.0,646245650.0,2455.0
2019-07-11,99.485,99.535,99.415,99.43,447.0,444741100.0,2453.0
2019-07-12,99.415,99.465,99.395,99.465,355.0,352977200.0,2485.0
2019-07-15,99.505,99.58,99.37,99.37,497.0,494467550.0,2514.0
2019-07-16,99.395,99.445,99.375,99.375,34.0,33798000.0,2512.0
2019-07-17,99.42,99.47,99.39,99.405,418.0,415531700.0,2606.0
2019-07-18,99.42,99.54,99.42,99.535,225.0,223890800.0,2585.0
2019-07-19,99.555,99.555,99.465,99.505,114.0,113432900.0,2586.0
2019-07-22,99.45,99.575,99.45,99.57,155.0,154298550.0,2673.0
2019-07-23,99.655,99.73,99.515,99.545,491.0,488949650.0,2770.0
2019-07-24,99.5,99.5,99.425,99.43,102.0,101440450.0,2783.0
